"text-lg"
"পাকিস্তানে ব্যাপক বিক্ষোভের মধ্যে শপথ নিলেন পার্লামেন্ট সদস্যরা"
"‘সরকার বাজার স্থিতিশীল রাখতে সম্পূর্ণভাবে ব্যর্থ হয়েছে’"
"মনজুরুল আহসানকে সিপিবির উপদেষ্টা পদ থেকে স্থায়ী অব্যাহতি"
"বিএনপি ‘বিডিআর বিদ্রোহ’ ঘটিয়েছিল: পররাষ্ট্রমন্ত্রী"
"খালেদা জিয়ার মুক্তির আবেদনের বিষয়ে সিদ্ধান্ত আজ"
"খালেদা জিয়ার স্থায়ী মুক্তি ও বিদেশে চিকিৎসার অনুমতি চেয়ে স্বরাষ্ট্র মন্ত্রণালয়ে আবেদন"
"বঙ্গবন্ধুর ১০৪তম জন্মবার্ষিকী আজ"
"বাজার নিয়ন্ত্রণে সরকার কঠোর অবস্থানে, সিন্ডিকেট ভাঙবেই: কাদের"
"আজ হাসপাতাল থেকে বাসায় ফিরবেন খালেদা জিয়া"
"লালমনিরহাটে স্বেচ্ছাসেবক দলের নেতার মরদেহ উদ্ধার"
"ব্যারিস্টার কাজল ৪ দিনের রিমান্ডে"
"জামিন পেলেন মেজর হাফিজ"
"কুমিল্লায় ভোটকেন্দ্রে গোলাগুলি, গুলিবিদ্ধ ২"
"ময়মনসিংহ ও কুমিল্লা সিটিতে ভোট আজ"
"পৃথিবীর অনেক উন্নত দেশের গণতন্ত্র প্রশ্নবিদ্ধ: স্বরাষ্ট্রমন্ত্রী"
"‘বিদেশিদের কাছে নালিশ করে কোনো লাভ হবে না’"
"জামিনে মুক্তি পেলেন বিএনপি নেতা দুদু"
"মির্জা ফখরুলের সঙ্গে গণতন্ত্র মঞ্চ ও ১২ দলের বৈঠক"
"পাকিস্তানে ব্যাপক বিক্ষোভের মধ্যে শপথ নিলেন পার্লামেন্ট সদস্যরা"
"‘সরকার বাজার স্থিতিশীল রাখতে সম্পূর্ণভাবে ব্যর্থ হয়েছে’"
"মনজুরুল আহসানকে সিপিবির উপদেষ্টা পদ থেকে স্থায়ী অব্যাহতি"
"বিএনপি ‘বিডিআর বিদ্রোহ’ ঘটিয়েছিল: পররাষ্ট্রমন্ত্রী"
"নির্বাচনে না আসার খেসারত বিএনপিকে দিতে হবে: কাদের"
"জামিনে কারামুক্ত হলেন বিএনপি নেতা আলতাফ হোসেন"
"‘আপনারা যত প্রশ্ন করবেন… আমার উত্তর হচ্ছে কিছু বলার নেই’"
"‘উপজেলা নির্বাচনে স্বতন্ত্র পরিচয়ে বিএনপির অনেকে অংশ নেবে’"
"বিদ্যুৎ সুবিধা ভোগ করতে হলে ভর্তুকি সমন্বয় করতে হবে: কাদের"
"কারামুক্ত হলেন বিএনপি নেতা আলাল"
"আওয়ামী লীগের ঝুলিতে আর কিছু নেই: রিজভী"
"খালেদা জিয়ার সঙ্গে দেখা করলেন মির্জা ফখরুল"
"১১১ দিন পর কারামুক্ত হলেন মির্জা আব্বাস"
"২১শে ফেব্রুয়ারিতে আ.লীগের কর্মসূচি ঘোষণা"
"জনগণের সেবায় নিবেদিত থাকবেন নারী আসনে মনোনয়ন প্রত্যাশী জোবায়েদা সুলতানা"
"মহান শহীদ দিবসকে কেন্দ্র করে বিএনপির কর্মসূচি ঘোষণা"
"অবশেষে ঢাবি ছাত্রলীগের পূর্ণাঙ্গ কমিটি ঘোষণা"
"জাপা একাংশের চেয়ারম্যান রওশন এরশাদ, মহাসচিব কাজী মামুন"
"রওশনের নেতৃত্বাধীন জাপার সম্মেলন শুরু"
"চলছে ময়মনসিংহ ও কুমিল্লা সিটিতে ভোটগ্রহণ"
"স্বাস্থ্য পরীক্ষা শেষে শনিবার দেশে ফিরবেন ওবায়দুল কাদের"
"পৃথিবীর অনেক উন্নত দেশের গণতন্ত্র প্রশ্নবিদ্ধ: স্বরাষ্ট্রমন্ত্রী"
"‘বিদেশিদের কাছে নালিশ করে কোনো লাভ হবে না’"
"জামিনে মুক্তি পেলেন বিএনপি নেতা দুদু"
"মির্জা ফখরুলের সঙ্গে গণতন্ত্র মঞ্চ ও ১২ দলের বৈঠক"
"পাকিস্তানে ব্যাপক বিক্ষোভের মধ্যে শপথ নিলেন পার্লামেন্ট সদস্যরা"
"বিদ্যুৎ সুবিধা ভোগ করতে হলে ভর্তুকি সমন্বয় করতে হবে: কাদের"
"কারামুক্ত হলেন বিএনপি নেতা আলাল"
"আওয়ামী লীগের ঝুলিতে আর কিছু নেই: রিজভী"
"খালেদা জিয়ার সঙ্গে দেখা করলেন মির্জা ফখরুল"
"১১১ দিন পর কারামুক্ত হলেন মির্জা আব্বাস"
"২১শে ফেব্রুয়ারিতে আ.লীগের কর্মসূচি ঘোষণা"
"জনগণের সেবায় নিবেদিত থাকবেন নারী আসনে মনোনয়ন প্রত্যাশী জোবায়েদা সুলতানা"
"মহান শহীদ দিবসকে কেন্দ্র করে বিএনপির কর্মসূচি ঘোষণা"
"অবশেষে ঢাবি ছাত্রলীগের পূর্ণাঙ্গ কমিটি ঘোষণা"
"দেশের সমৃদ্ধির বিরুদ্ধে ষড়যন্ত্রের উপযুক্ত জবাব দিন: প্রবাসীদের প্রতি প্রধানমন্ত্রী"
"আ.লীগ গণতন্ত্রে বিশ্বাস করে না বলেই বিএনপিকে নিষিদ্ধ করতে চায়: মঈন খান"
"চট্টগ্রাম-২ আসনের এমপি সনির সংসদ সদস্যপদ বাতিল চেয়ে রিট"
"ধ্বংসাত্মক কার্যক্রম দমন করা হবে: স্থানীয় সরকারমন্ত্রী"
"আজ ইমরানের দলের সঙ্গে দেশজুড়ে বিক্ষোভে থাকবে জামায়াতও"
"অবশেষে চূড়ান্ত সিদ্ধান্ত নিল ইমরান খানের দল পিটিআই"
"পরবর্তী নির্বাচনের জন্য বিএনপির প্রস্তুতি নেয়া উচিত: কাদের"
"সংরক্ষিত আসনে জাপার মনোনয়ন পেলেন যারা"
"সরকার গঠনে বিলাওয়ালের সঙ্গে আলোচনায় প্রস্তুত ইমরান খান"
"পাকিস্তানে প্রধানমন্ত্রী পদে যাকে দাঁড় করালেন ইমরান খানের দল"
"অগ্নিসন্ত্রাসের কারণে বিএনপি শাস্তি এড়াতে পারে না: কাদের"
"সংরক্ষিত নারী আসনে আ.লীগের ৪৮ জনের নাম ঘোষণা"
"মির্জা ফখরুল-খসরুর জামিন, কারামুক্তিতে বাধা নেই"
"‘সরকার বাজার স্থিতিশীল রাখতে সম্পূর্ণভাবে ব্যর্থ হয়েছে’"
"মনজুরুল আহসানকে সিপিবির উপদেষ্টা পদ থেকে স্থায়ী অব্যাহতি"
"বিএনপি ‘বিডিআর বিদ্রোহ’ ঘটিয়েছিল: পররাষ্ট্রমন্ত্রী"
"নির্বাচনে না আসার খেসারত বিএনপিকে দিতে হবে: কাদের"
"জামিনে কারামুক্ত হলেন বিএনপি নেতা আলতাফ হোসেন"
"‘আপনারা যত প্রশ্ন করবেন… আমার উত্তর হচ্ছে কিছু বলার নেই’"
"‘উপজেলা নির্বাচনে স্বতন্ত্র পরিচয়ে বিএনপির অনেকে অংশ নেবে’"
"ধ্বংসাত্মক কার্যক্রম দমন করা হবে: স্থানীয় সরকারমন্ত্রী"
"আজ ইমরানের দলের সঙ্গে দেশজুড়ে বিক্ষোভে থাকবে জামায়াতও"
"অবশেষে চূড়ান্ত সিদ্ধান্ত নিল ইমরান খানের দল পিটিআই"
"পরবর্তী নির্বাচনের জন্য বিএনপির প্রস্তুতি নেয়া উচিত: কাদের"
"সংরক্ষিত আসনে জাপার মনোনয়ন পেলেন যারা"
"সরকার গঠনে বিলাওয়ালের সঙ্গে আলোচনায় প্রস্তুত ইমরান খান"
"পাকিস্তানে প্রধানমন্ত্রী পদে যাকে দাঁড় করালেন ইমরান খানের দল"
"অগ্নিসন্ত্রাসের কারণে বিএনপি শাস্তি এড়াতে পারে না: কাদের"
"সংরক্ষিত নারী আসনে আ.লীগের ৪৮ জনের নাম ঘোষণা"
"মির্জা ফখরুল-খসরুর জামিন, কারামুক্তিতে বাধা নেই"
"মির্জা ফখরুল-আমীর খসরুর জামিন শুনানি আজ"
"আজ শুরু হচ্ছে বিএনপির ৬ দিনের কর্মসূচি"
"পিটার হাসের সঙ্গে মঈন খানের সাক্ষাৎ"
"বাড়তে পারে মন্ত্রিসভার পরিধি: ওবায়দুল কাদের"
"সীমান্তে বাংলাদেশি নাগরিকের মৃত্যুর প্রতিবাদে কর্মসূচি ঘোষণা বিএনপির"
"পাকিস্তানের নির্বাচনে সব আসনের ফল ঘোষণা"
"মুক্তি পেলেন বিএনপি নেতা প্রিন্স"
"পাকিস্তানের নির্বাচনে বিজয়ীদের স্বাগত জানালেন সেনাপ্রধান"
"পাকিস্তানের নির্বাচন: জোট সরকারে রাজি নওয়াজ ও বিলাওয়ালের দল"
"পাকিস্তানের নির্বাচন: বিজয়ী হওয়ার দাবি ইমরান খান ও নওয়াজ শরীফের"
"পাকিস্তানের নির্বাচন: ফলাফল নিয়ে যা বললো যুক্তরাষ্ট্র"
"আ. লীগের বিশেষ বর্ধিত সভা: গণভবনে প্রবেশ করছেন নেতারা"
"আ.লীগের বিশেষ বর্ধিত সভা আজ"
"বিদ্যুৎ সুবিধা ভোগ করতে হলে ভর্তুকি সমন্বয় করতে হবে: কাদের"
"কারামুক্ত হলেন বিএনপি নেতা আলাল"
"আওয়ামী লীগের ঝুলিতে আর কিছু নেই: রিজভী"
"খালেদা জিয়ার সঙ্গে দেখা করলেন মির্জা ফখরুল"
"১১১ দিন পর কারামুক্ত হলেন মির্জা আব্বাস"
"২১শে ফেব্রুয়ারিতে আ.লীগের কর্মসূচি ঘোষণা"
"জনগণের সেবায় নিবেদিত থাকবেন নারী আসনে মনোনয়ন প্রত্যাশী জোবায়েদা সুলতানা"
"মহান শহীদ দিবসকে কেন্দ্র করে বিএনপির কর্মসূচি ঘোষণা"
"অবশেষে ঢাবি ছাত্রলীগের পূর্ণাঙ্গ কমিটি ঘোষণা"
"দেশের সমৃদ্ধির বিরুদ্ধে ষড়যন্ত্রের উপযুক্ত জবাব দিন: প্রবাসীদের প্রতি প্রধানমন্ত্রী"
"আজ ইমরানের দলের সঙ্গে দেশজুড়ে বিক্ষোভে থাকবে জামায়াতও"
"অবশেষে চূড়ান্ত সিদ্ধান্ত নিল ইমরান খানের দল পিটিআই"
"সরকার গঠনে বিলাওয়ালের সঙ্গে আলোচনায় প্রস্তুত ইমরান খান"
"পাকিস্তানে প্রধানমন্ত্রী পদে যাকে দাঁড় করালেন ইমরান খানের দল"
"পিটার হাসের সঙ্গে মঈন খানের সাক্ষাৎ"
"বাড়তে পারে মন্ত্রিসভার পরিধি: ওবায়দুল কাদের"
"সীমান্তে বাংলাদেশি নাগরিকের মৃত্যুর প্রতিবাদে কর্মসূচি ঘোষণা বিএনপির"
"পাকিস্তানের নির্বাচনে সব আসনের ফল ঘোষণা"
"মুক্তি পেলেন বিএনপি নেতা প্রিন্স"
"পাকিস্তানের নির্বাচনে বিজয়ীদের স্বাগত জানালেন সেনাপ্রধান"
"পাকিস্তানের নির্বাচন: জোট সরকারে রাজি নওয়াজ ও বিলাওয়ালের দল"
"পাকিস্তানের নির্বাচন: বিজয়ী হওয়ার দাবি ইমরান খান ও নওয়াজ শরীফের"
"পাকিস্তানের নির্বাচন: ফলাফল নিয়ে যা বললো যুক্তরাষ্ট্র"
"আ. লীগের বিশেষ বর্ধিত সভা: গণভবনে প্রবেশ করছেন নেতারা"
"আ.লীগের বিশেষ বর্ধিত সভা আজ"
"২৫০ আসনের ফল: ভোটের মাঠে ইমরানের জয়"
"পাকিস্তানে ইমরান সমর্থিত প্রার্থীরা বাড়িয়ে যাচ্ছেন পার্থক্য"
"আওয়ামী লীগের বিশেষ বর্ধিত সভা শনিবার"
"পাকিস্তানে নির্বাচনে হাড্ডাহাড্ডি লড়াই, এগিয়ে ইমরান সমর্থিতরা"
"দেশের কারাগারগুলো বিএনপি নেতাকর্মীতে ঠাসা"
"আবারও হাসপাতালে খালেদা জিয়া"
"সংরক্ষিত আসন: আ.লীগের টিকিটে এমপি হতে চান ১৫৪৯ জন"
"সংরক্ষিত নারী আসনে নির্বাচন: ১ম দিন ৮১০টি মনোনয়ন ফরম বিক্রি আ.লীগ’র"
"কারো সঙ্গে যুদ্ধে জড়াতে চাই না: কাদের"
"সংবাদ সম্মেলন ডেকেছে বিএনপি"
"সংরক্ষিত নারী আসন: আওয়ামী লীগের মনোনয়ন ফরম বিক্রি শুরু"
"সংরক্ষিত আসনে আ. লীগের মনোনয়ন ফরম বিক্রি শুরু আজ"
"আওয়ামী লীগের বর্ধিত সভা ১০ ফেব্রুয়ারি"
"আ.লীগ গণতন্ত্রে বিশ্বাস করে না বলেই বিএনপিকে নিষিদ্ধ করতে চায়: মঈন খান"
"চট্টগ্রাম-২ আসনের এমপি সনির সংসদ সদস্যপদ বাতিল চেয়ে রিট"
"ধ্বংসাত্মক কার্যক্রম দমন করা হবে: স্থানীয় সরকারমন্ত্রী"
"পরবর্তী নির্বাচনের জন্য বিএনপির প্রস্তুতি নেয়া উচিত: কাদের"
"সংরক্ষিত আসনে জাপার মনোনয়ন পেলেন যারা"
"অগ্নিসন্ত্রাসের কারণে বিএনপি শাস্তি এড়াতে পারে না: কাদের"
"সংরক্ষিত নারী আসনে আ.লীগের ৪৮ জনের নাম ঘোষণা"
"মির্জা ফখরুল-খসরুর জামিন, কারামুক্তিতে বাধা নেই"
"পাকিস্তানের নির্বাচনে সব আসনের ফল ঘোষণা"
"পাকিস্তানের নির্বাচনে বিজয়ীদের স্বাগত জানালেন সেনাপ্রধান"
"পাকিস্তানের নির্বাচন: জোট সরকারে রাজি নওয়াজ ও বিলাওয়ালের দল"
"পাকিস্তানের নির্বাচন: বিজয়ী হওয়ার দাবি ইমরান খান ও নওয়াজ শরীফের"
"পাকিস্তানের নির্বাচন: ফলাফল নিয়ে যা বললো যুক্তরাষ্ট্র"
"পাকিস্তানে ইমরান সমর্থিত প্রার্থীরা বাড়িয়ে যাচ্ছেন পার্থক্য"
"আওয়ামী লীগের বিশেষ বর্ধিত সভা শনিবার"
"পাকিস্তানে নির্বাচনে হাড্ডাহাড্ডি লড়াই, এগিয়ে ইমরান সমর্থিতরা"
"দেশের কারাগারগুলো বিএনপি নেতাকর্মীতে ঠাসা"
"আবারও হাসপাতালে খালেদা জিয়া"
"সংরক্ষিত আসন: আ.লীগের টিকিটে এমপি হতে চান ১৫৪৯ জন"
"সংরক্ষিত নারী আসনে নির্বাচন: ১ম দিন ৮১০টি মনোনয়ন ফরম বিক্রি আ.লীগ’র"
"কারো সঙ্গে যুদ্ধে জড়াতে চাই না: কাদের"
"সংবাদ সম্মেলন ডেকেছে বিএনপি"
"সংরক্ষিত নারী আসন: আওয়ামী লীগের মনোনয়ন ফরম বিক্রি শুরু"
"সংরক্ষিত আসনে আ. লীগের মনোনয়ন ফরম বিক্রি শুরু আজ"
"আওয়ামী লীগের বর্ধিত সভা ১০ ফেব্রুয়ারি"
"শিক্ষা মন্ত্রণালয়ের সংসদীয় স্থায়ী কমিটির সদস্য হলেন এমপি আজিজুল"
"৬ মামলায় মির্জা আব্বাসের জামিন"
"বিদেশি বন্ধুরাও বিএনপি ছেড়ে চলে গেছে: ওবায়দুল কাদের"
"প্রধান বিচারপতির বাসভবন ভাঙচুর: মির্জা ফখরুলের জামিন মেলেনি"
"আরও ৯ মামলায় গ্রেপ্তার মির্জা আব্বাস"
"রাজশাহী মহানগর আ.লীগের যুগ্ম সাধারণ সম্পাদক আহসানুল হক পিন্টু মারা গেছেন"
"সংরক্ষিত নারী আসনে আ.লীগের ৪৮, জাপার ২ সদস্য"
"মহিলা সংরক্ষিত আসনে কাদের গুরুত্ব দেওয়া হবে তা জানালেন ওবায়দুল কাদের"
"বিএনপির কালো পতাকা মিছিল গভীর ষড়যন্ত্রের অংশ: ওবায়দুল কাদের"
"সংসদের বিরোধী দলীয় নেতা নির্বাচন বাতিল চেয়ে লিগ্যাল নোটিশ"
"মঈন খানকে ছেড়ে দিয়েছে পুলিশ"
"সংসদের শুরুর দিনে 'কালো পতাকা' মিছিল করবে বিএনপি"
"ব্যারিস্টার সুমনকে প্রধানমন্ত্রী, ‘তুমি তো ফেসবুকের এমপি হয়ে গেলা’"
"বিরোধীদলীয় নেতা জিএম কাদের, উপনেতা আনিসুল"
"ওনার বক্তব্য আমরা আমলে নিচ্ছি না, রওশনের ঘোষণা প্রসঙ্গে চুন্নু"
"জিএম কাদের-চুন্নুকে অব্যাহতি, নতুন চেয়ারম্যান রওশন"
"৩০ জানুয়ারি সংসদ প্রতিহত করা হবে: জয়নাল আবেদীন"
"নয়াপল্টনে জড়ো হচ্ছেন বিএনপি নেতাকর্মীরা"
"‘নির্বাচনে অংশ না নিয়ে কতবড় ভুল করেছে বিএনপি তা খুব শিগগিরই টের পাবে’"
"সিঙ্গাপুর থেকে দেশে ফিরলেন ওবায়দুল কাদের"
"জাতীয় পার্টির নেতাদের গণপদত্যাগ"
"আরও এক মামলায় জামিন পেলেন আমীর খসরু"
"৯ মার্চ স্থানীয় সরকারের ২৩৩টি নির্বাচন অনুষ্ঠিত হবে"
"‘উপজেলা নির্বাচনে অংশ নেবে না বিএনপি’"
"উপজেলা নির্বাচনে নৌকা থাকছে না: ওবায়দুল কাদের"
"৬ মামলায় গয়েশ্বরের জামিন"
"মির্জা ফখরুল-আমীর খসরুর জামিন শুনানি আজ"
"আজ শুরু হচ্ছে বিএনপির ৬ দিনের কর্মসূচি"
"পিটার হাসের সঙ্গে মঈন খানের সাক্ষাৎ"
"বাড়তে পারে মন্ত্রিসভার পরিধি: ওবায়দুল কাদের"
"সীমান্তে বাংলাদেশি নাগরিকের মৃত্যুর প্রতিবাদে কর্মসূচি ঘোষণা বিএনপির"
"মুক্তি পেলেন বিএনপি নেতা প্রিন্স"
"আ. লীগের বিশেষ বর্ধিত সভা: গণভবনে প্রবেশ করছেন নেতারা"
"আ.লীগের বিশেষ বর্ধিত সভা আজ"
"২৫০ আসনের ফল: ভোটের মাঠে ইমরানের জয়"
"পাকিস্তানে ইমরান সমর্থিত প্রার্থীরা বাড়িয়ে যাচ্ছেন পার্থক্য"
"আওয়ামী লীগের বিশেষ বর্ধিত সভা শনিবার"
"পাকিস্তানে নির্বাচনে হাড্ডাহাড্ডি লড়াই, এগিয়ে ইমরান সমর্থিতরা"
"শিক্ষা মন্ত্রণালয়ের সংসদীয় স্থায়ী কমিটির সদস্য হলেন এমপি আজিজুল"
"৬ মামলায় মির্জা আব্বাসের জামিন"
"বিদেশি বন্ধুরাও বিএনপি ছেড়ে চলে গেছে: ওবায়দুল কাদের"
"প্রধান বিচারপতির বাসভবন ভাঙচুর: মির্জা ফখরুলের জামিন মেলেনি"
"আরও ৯ মামলায় গ্রেপ্তার মির্জা আব্বাস"
"রাজশাহী মহানগর আ.লীগের যুগ্ম সাধারণ সম্পাদক আহসানুল হক পিন্টু মারা গেছেন"
